Collection ID,Silly Code,Fish ID,Sample Date,Sex,Length Mm,Tissue Type,DNA Tray Code,DNA Tray Well Code,Location Code,Sample ID,Otolith Mark Present,Otolith Mark ID,Otolith Mark Status Code,Sample Year,Is Missing Paired Data Exists,Well Has More Than One Sample
52205,CMSAWCR13,76,2013-08-09 00:00:00,M,510,Heart-bulbus arteriosus,1300001417,15,Sawmill Creek,52205_76,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,77,2013-08-09 00:00:00,M,605,Heart-bulbus arteriosus,1300001417,16,Sawmill Creek,52205_77,NO,,1L0n,2013,,
52205,CMSAWCR13,78,2013-08-09 00:00:00,F,525,Heart-bulbus arteriosus,1300001417,17,Sawmill Creek,52205_78,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,79,2013-08-09 00:00:00,M,525,Heart-bulbus arteriosus,1300001417,18,Sawmill Creek,52205_79,NO,,1L0n,2013,,
52205,CMSAWCR13,80,2013-08-09 00:00:00,F,585,Heart-bulbus arteriosus,1300001417,19,Sawmill Creek,52205_80,NO,,1L0n,2013,,
52205,CMSAWCR13,81,2013-08-09 00:00:00,F,545,Heart-bulbus arteriosus,1300001417,20,Sawmill Creek,52205_81,NO,,1L0n,2013,,
52205,CMSAWCR13,82,2013-08-09 00:00:00,F,520,Heart-bulbus arteriosus,1300001417,22,Sawmill Creek,52205_82,,,4N22,2013,,
52205,CMSAWCR13,83,2013-08-09 00:00:00,F,555,Heart-bulbus arteriosus,1300001417,23,Sawmill Creek,52205_83,NO,,1L0n,2013,,
52205,CMSAWCR13,84,2013-08-09 00:00:00,M,580,Heart-bulbus arteriosus,1300001417,24,Sawmill Creek,52205_84,NO,,1L0n,2013,,
52205,CMSAWCR13,85,2013-08-09 00:00:00,F,525,Heart-bulbus arteriosus,1300001417,25,Sawmill Creek,52205_85,NO,,1R20,2013,,
52205,CMSAWCR13,86,2013-08-09 00:00:00,F,495,Heart-bulbus arteriosus,1300001417,26,Sawmill Creek,52205_86,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,87,2013-08-09 00:00:00,M,620,Heart-bulbus arteriosus,1300001417,27,Sawmill Creek,52205_87,NO,,1L0n,2013,,
52205,CMSAWCR13,88,2013-08-09 00:00:00,M,600,Heart-bulbus arteriosus,1300001417,28,Sawmill Creek,52205_88,NO,,1L0n,2013,,
52205,CMSAWCR13,89,2013-08-09 00:00:00,M,635,Heart-bulbus arteriosus,1300001417,29,Sawmill Creek,52205_89,NO,,1R20,2013,,
52205,CMSAWCR13,90,2013-08-09 00:00:00,F,490,Heart-bulbus arteriosus,1300001417,30,Sawmill Creek,52205_90,NO,,1L0n,2013,,
52205,CMSAWCR13,91,2013-08-09 00:00:00,M,500,Heart-bulbus arteriosus,1300001417,31,Sawmill Creek,52205_91,NO,,1L0n,2013,,
52205,CMSAWCR13,92,2013-08-09 00:00:00,M,495,Heart-bulbus arteriosus,1300001417,32,Sawmill Creek,52205_92,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,93,2013-08-09 00:00:00,M,630,Heart-bulbus arteriosus,1300001417,33,Sawmill Creek,52205_93,NO,,1L0n,2013,,
52205,CMSAWCR13,94,2013-08-09 00:00:00,F,545,Heart-bulbus arteriosus,1300001417,34,Sawmill Creek,52205_94,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,95,2013-08-09 00:00:00,F,495,Heart-bulbus arteriosus,1300001417,35,Sawmill Creek,52205_95,NO,,1L0n,2013,,
52205,CMSAWCR13,96,2013-08-09 00:00:00,M,480,Heart-bulbus arteriosus,1300001417,36,Sawmill Creek,52205_96,NO,,1L0n,2013,,
52205,CMSAWCR13,97,2013-08-09 00:00:00,M,600,Heart-bulbus arteriosus,1300001417,37,Sawmill Creek,52205_97,NO,,1L0n,2013,,
52205,CMSAWCR13,98,2013-08-09 00:00:00,M,495,Heart-bulbus arteriosus,1300001417,38,Sawmill Creek,52205_98,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,99,2013-08-09 00:00:00,M,675,Heart-bulbus arteriosus,1300001417,39,Sawmill Creek,52205_99,NO,,1L0n,2013,,
52205,CMSAWCR13,100,2013-08-09 00:00:00,F,510,Heart-bulbus arteriosus,1300001417,40,Sawmill Creek,52205_100,NO,,1L0n,2013,,
52205,CMSAWCR13,101,2013-08-09 00:00:00,F,515,Heart-bulbus arteriosus,1300001417,41,Sawmill Creek,52205_101,NO,,1L0n,2013,,
52205,CMSAWCR13,102,2013-08-09 00:00:00,F,525,Heart-bulbus arteriosus,1300001417,42,Sawmill Creek,52205_102,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,103,2013-08-09 00:00:00,F,605,Heart-bulbus arteriosus,1300001417,43,Sawmill Creek,52205_103,NO,,1L0n,2013,,
52205,CMSAWCR13,104,2013-08-09 00:00:00,M,605,Heart-bulbus arteriosus,1300001417,44,Sawmill Creek,52205_104,YES,DIPAC08,1L0n,2013,,
52205,CMSAWCR13,105,2013-08-09 00:00:00,M,590,Heart-bulbus arteriosus,1300001417,45,Sawmill Creek,52205_105,NO,,1L0n,2013,,
52205,CMSAWCR13,106,2013-08-09 00:00:00,M,490,Heart-bulbus arteriosus,1300001417,46,Sawmill Creek,52205_106,NO,,1L0n,2013,,
52205,CMSAWCR13,107,2013-08-09 00:00:00,M,505,Heart-bulbus arteriosus,1300001417,47,Sawmill Creek,52205_107,NO,,1L0n,2013,,
52205,CMSAWCR13,108,2013-08-09 00:00:00,M,480,Heart-bulbus arteriosus,1300001417,48,Sawmill Creek,52205_108,NO,,1L0n,2013,,
52205,CMSAWCR13,109,2013-08-09 00:00:00,M,570,Heart-bulbus arteriosus,1300001418,1,Sawmill Creek,52205_109,NO,,1L0n,2013,,
52205,CMSAWCR13,110,2013-08-09 00:00:00,F,505,Heart-bulbus arteriosus,1300001418,2,Sawmill Creek,52205_110,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,111,2013-08-09 00:00:00,M,610,Heart-bulbus arteriosus,1300001418,3,Sawmill Creek,52205_111,NO,,1L0n,2013,,
52205,CMSAWCR13,112,2013-08-09 00:00:00,F,560,Heart-bulbus arteriosus,1300001418,4,Sawmill Creek,52205_112,NO,,1L0n,2013,,
52205,CMSAWCR13,113,2013-08-09 00:00:00,F,515,Heart-bulbus arteriosus,1300001418,5,Sawmill Creek,52205_113,NO,,1L0n,2013,,
52205,CMSAWCR13,114,2013-08-09 00:00:00,F,565,Heart-bulbus arteriosus,1300001418,6,Sawmill Creek,52205_114,NO,,1R20,2013,,
52205,CMSAWCR13,115,2013-08-09 00:00:00,M,560,Heart-bulbus arteriosus,1300001418,7,Sawmill Creek,52205_115,NO,,1L0n,2013,,
52205,CMSAWCR13,116,2013-08-09 00:00:00,M,550,Heart-bulbus arteriosus,1300001418,8,Sawmill Creek,52205_116,,,4N22,2013,,
52205,CMSAWCR13,117,2013-08-09 00:00:00,F,560,Heart-bulbus arteriosus,1300001418,9,Sawmill Creek,52205_117,YES,DIPAC08,1L0n,2013,,
52205,CMSAWCR13,118,2013-08-09 00:00:00,M,595,Heart-bulbus arteriosus,1300001418,10,Sawmill Creek,52205_118,NO,,1L0n,2013,,
52205,CMSAWCR13,119,2013-08-09 00:00:00,M,645,Heart-bulbus arteriosus,1300001418,11,Sawmill Creek,52205_119,NO,,1L0n,2013,,
52205,CMSAWCR13,120,2013-08-09 00:00:00,F,500,Heart-bulbus arteriosus,1300001418,12,Sawmill Creek,52205_120,NO,,1R20,2013,,
52205,CMSAWCR13,121,2013-08-09 00:00:00,F,520,Heart-bulbus arteriosus,1300001418,13,Sawmill Creek,52205_121,NO,,1L0n,2013,,
52205,CMSAWCR13,122,2013-08-09 00:00:00,F,555,Heart-bulbus arteriosus,1300001418,14,Sawmill Creek,52205_122,,,4N22,2013,,
52205,CMSAWCR13,123,2013-08-09 00:00:00,F,505,Heart-bulbus arteriosus,1300001418,15,Sawmill Creek,52205_123,NO,,1L0n,2013,,
52205,CMSAWCR13,124,2013-08-09 00:00:00,M,565,Heart-bulbus arteriosus,1300001418,16,Sawmill Creek,52205_124,NO,,1L0n,2013,,
52205,CMSAWCR13,125,2013-08-09 00:00:00,F,545,Heart-bulbus arteriosus,1300001418,17,Sawmill Creek,52205_125,NO,,1L0n,2013,,
52205,CMSAWCR13,126,2013-08-09 00:00:00,M,630,Heart-bulbus arteriosus,1300001418,18,Sawmill Creek,52205_126,NO,,1L0n,2013,,
52205,CMSAWCR13,127,2013-08-09 00:00:00,F,510,Heart-bulbus arteriosus,1300001418,19,Sawmill Creek,52205_127,YES,DIPAC07,1L06,2013,,
52205,CMSAWCR13,128,2013-08-09 00:00:00,M,685,Heart-bulbus arteriosus,1300001418,20,Sawmill Creek,52205_128,YES,DIPAC09,1R20,2013,,
52205,CMSAWCR13,129,2013-08-09 00:00:00,F,550,Heart-bulbus arteriosus,1300001418,21,Sawmill Creek,52205_129,,,3N66,2013,,
52205,CMSAWCR13,130,2013-08-09 00:00:00,F,560,Heart-bulbus arteriosus,1300001418,22,Sawmill Creek,52205_130,YES,DIPAC09,1R60,2013,,
52205,CMSAWCR13,131,2013-08-09 00:00:00,F,545,Heart-bulbus arteriosus,1300001418,23,Sawmill Creek,52205_131,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,132,2013-08-09 00:00:00,M,570,Heart-bulbus arteriosus,1300001418,24,Sawmill Creek,52205_132,,,4N26,2013,,
52205,CMSAWCR13,133,2013-08-09 00:00:00,F,560,Heart-bulbus arteriosus,1300001418,28,Sawmill Creek,52205_133,NO,,1L0n,2013,,
52205,CMSAWCR13,134,2013-08-09 00:00:00,F,525,Heart-bulbus arteriosus,1300001418,29,Sawmill Creek,52205_134,YES,DIPAC08,1R21,2013,,
52205,CMSAWCR13,135,2013-08-09 00:00:00,F,555,Heart-bulbus arteriosus,1300001418,30,Sawmill Creek,52205_135,YES,DIPAC08,1L0n,2013,,
52205,CMSAWCR13,136,2013-08-09 00:00:00,M,615,Heart-bulbus arteriosus,1300001418,31,Sawmill Creek,52205_136,NO,,1L0n,2013,,
52205,CMSAWCR13,137,2013-08-09 00:00:00,F,545,Heart-bulbus arteriosus,1300001418,32,Sawmill Creek,52205_137,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,138,2013-08-09 00:00:00,F,540,Heart-bulbus arteriosus,1300001418,33,Sawmill Creek,52205_138,NO,,1L0n,2013,,
52205,CMSAWCR13,139,2013-08-09 00:00:00,F,535,Heart-bulbus arteriosus,1300001418,34,Sawmill Creek,52205_139,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,140,2013-08-09 00:00:00,M,520,Heart-bulbus arteriosus,1300001418,35,Sawmill Creek,52205_140,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,141,2013-08-09 00:00:00,M,535,Heart-bulbus arteriosus,1300001418,36,Sawmill Creek,52205_141,NO,,1L0n,2013,,
52205,CMSAWCR13,142,2013-08-09 00:00:00,M,565,Heart-bulbus arteriosus,1300001418,37,Sawmill Creek,52205_142,NO,,1L0n,2013,,
52205,CMSAWCR13,143,2013-08-09 00:00:00,M,580,Heart-bulbus arteriosus,1300001418,38,Sawmill Creek,52205_143,NO,,1L0n,2013,,
52205,CMSAWCR13,144,2013-08-09 00:00:00,M,495,Heart-bulbus arteriosus,1300001418,39,Sawmill Creek,52205_144,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,145,2013-08-09 00:00:00,M,560,Heart-bulbus arteriosus,1300001418,40,Sawmill Creek,52205_145,NO,,1L0n,2013,,
52205,CMSAWCR13,146,2013-08-09 00:00:00,F,560,Heart-bulbus arteriosus,1300001418,42,Sawmill Creek,52205_146,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,147,2013-08-09 00:00:00,M,625,Heart-bulbus arteriosus,1300001418,43,Sawmill Creek,52205_147,,,3N66,2013,,
52205,CMSAWCR13,148,2013-08-09 00:00:00,M,625,Heart-bulbus arteriosus,1300001418,44,Sawmill Creek,52205_148,NO,,1L0n,2013,,
52205,CMSAWCR13,149,2013-08-09 00:00:00,M,605,Heart-bulbus arteriosus,1300001418,45,Sawmill Creek,52205_149,YES,DIPAC08,1L0n,2013,,
52205,CMSAWCR13,150,2013-08-09 00:00:00,F,545,Heart-bulbus arteriosus,1300001418,46,Sawmill Creek,52205_150,YES,DIPAC08,1R60,2013,,
52205,CMSAWCR13,151,2013-08-09 00:00:00,F,540,Heart-bulbus arteriosus,1300001418,48,Sawmill Creek,52205_151,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,152,2013-08-09 00:00:00,F,580,Heart-bulbus arteriosus,1300001419,1,Sawmill Creek,52205_152,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,153,2013-08-09 00:00:00,M,535,Heart-bulbus arteriosus,1300001419,3,Sawmill Creek,52205_153,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,154,2013-08-09 00:00:00,F,590,Heart-bulbus arteriosus,1300001419,4,Sawmill Creek,52205_154,NO,,1L0n,2013,,
52205,CMSAWCR13,155,2013-08-09 00:00:00,M,530,Heart-bulbus arteriosus,1300001419,5,Sawmill Creek,52205_155,NO,,1L0n,2013,,
52205,CMSAWCR13,156,2013-08-09 00:00:00,F,595,Heart-bulbus arteriosus,1300001419,6,Sawmill Creek,52205_156,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,157,2013-08-09 00:00:00,F,585,Heart-bulbus arteriosus,1300001419,7,Sawmill Creek,52205_157,NO,,1L0n,2013,,
52205,CMSAWCR13,158,2013-08-09 00:00:00,M,535,Heart-bulbus arteriosus,1300001419,8,Sawmill Creek,52205_158,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,159,2013-08-09 00:00:00,M,530,Heart-bulbus arteriosus,1300001419,9,Sawmill Creek,52205_159,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,160,2013-08-09 00:00:00,F,600,Heart-bulbus arteriosus,1300001419,10,Sawmill Creek,52205_160,NO,,1L0n,2013,,
52205,CMSAWCR13,161,2013-08-09 00:00:00,M,535,Heart-bulbus arteriosus,1300001419,11,Sawmill Creek,52205_161,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,162,2013-08-09 00:00:00,M,545,Heart-bulbus arteriosus,1300001419,12,Sawmill Creek,52205_162,YES,DIPAC09,1L0n,2013,,
52205,CMSAWCR13,163,2013-08-09 00:00:00,F,545,Heart-bulbus arteriosus,1300001419,13,Sawmill Creek,52205_163,NO,,1L0n,2013,,
52205,CMSAWCR13,164,2013-08-09 00:00:00,M,515,Heart-bulbus arteriosus,1300001419,14,Sawmill Creek,52205_164,NO,,1L0n,2013,,
52205,CMSAWCR13,165,2013-08-09 00:00:00,F,530,Heart-bulbus arteriosus,1300001419,15,Sawmill Creek,52205_165,NO,,1L0n,2013,,
52205,CMSAWCR13,166,2013-08-09 00:00:00,F,525,Heart-bulbus arteriosus,1300001419,16,Sawmill Creek,52205_166,NO,,1L0n,2013,,
52205,CMSAWCR13,167,2013-08-09 00:00:00,F,570,Heart-bulbus arteriosus,1300001419,17,Sawmill Creek,52205_167,YES,DIPAC08,1L0n,2013,,
